id,WELL,DEPTH,SP,GR,AC,label
7008,2,2095.88,59.21,140.58,300.37,2
22254,146,1275.18,30.69,86.6,321.69,0
13401,2,2895.0,61.62,162.07,222.73,2
15299,2,3132.25,60.5,180.96,239.05,2
21355,146,1115.31,52.14,116.93,344.64,2
26682,146,2062.63,34.01,100.35,256.71,1
1691,2,1431.25,52.89,109.3,285.28,0
25700,146,1887.98,46.82,138.86,263.67,2
31226,298,1487.5,45.61,78.05,297.83,0
271,2,1253.75,60.88,172.06,409.91,2
16256,2,3251.88,59.91,153.96,235.99,2
35724,298,2143.38,51.07,115.25,291.1,2
21635,146,1165.15,47.5,100.03,331.75,0
7918,2,2209.63,70.12,148.23,246.99,0
8193,2,2244.0,71.03,160.57,252.11,0
27714,146,2246.12,45.68,133.6,239.6,2
8596,2,2294.38,75.34,156.23,283.9,2
11337,2,2637.0,63.06,181.27,266.13,2
36341,298,2233.25,47.76,150.86,261.39,2
2403,2,1520.25,60.41,160.12,351.31,0
3149,2,1613.5,60.43,138.96,329.89,2
20105,146,893.12,50.2,144.44,444.67,2
21525,146,1145.64,36.6,96.44,324.21,0
11224,2,2622.88,53.48,88.96,203.96,0
36969,2010,1467.25,45.98,129.03,346.18,2
21410,146,1125.22,51.46,117.71,309.29,2
4167,2,1740.75,57.09,152.51,352.87,2
22950,146,1398.93,54.46,139.12,355.79,2
36411,298,2243.5,46.01,97.66,259.07,1
20775,146,1012.29,51.1,144.71,382.91,2
7759,2,2189.75,69.83,162.29,282.32,2
1548,2,1413.38,59.26,134.16,356.07,2
31271,298,1493.88,47.31,104.66,297.46,2
11310,2,2633.63,64.17,171.14,235.15,2
9477,2,2404.5,70.33,168.07,243.3,2
13160,2,2864.88,61.51,199.04,236.7,2
22599,146,1336.6,50.99,109.4,314.12,0
33583,298,1831.5,48.98,93.86,255.31,0
26612,146,2050.14,51.88,124.13,250.56,2
10737,2,2562.0,68.25,149.32,285.55,2
36504,298,2257.12,50.98,133.84,335.97,2
9846,2,2450.63,71.05,157.96,241.29,0
19702,146,821.34,47.94,112.04,393.75,0
15736,2,3186.88,60.39,216.76,244.97,2
34706,298,1994.62,49.06,135.23,278.86,2
33915,298,1879.88,46.92,123.15,336.02,2
3998,2,1719.63,56.01,116.17,268.45,2
18286,146,569.11,47.92,93.32,409.76,2
2897,2,1582.0,39.69,85.8,277.89,0
37825,2010,1592.0,49.21,148.91,325.21,2
2524,2,1535.38,59.46,105.21,288.4,1
14685,2,3055.5,59.81,155.75,226.54,2
14633,2,3049.0,53.19,126.56,201.74,1
9536,2,2411.88,73.21,125.08,298.55,2
35588,298,2123.5,48.32,121.65,279.61,2
32453,298,1666.5,38.61,93.46,270.23,0
15682,2,3180.13,60.11,172.84,239.21,2
31941,298,1591.88,49.21,121.86,287.8,2
33732,298,1853.12,46.16,141.58,346.09,2
24897,146,1745.34,52.48,135.17,290.13,2
10544,2,2537.88,69.11,155.59,280.07,2
3488,2,1655.88,57.35,131.07,288.55,0
16129,2,3236.0,58.7,173.62,222.33,2
7771,2,2191.25,70.22,140.12,293.7,2
20207,146,911.25,46.77,120.52,396.89,0
14103,2,2982.75,61.65,176.8,245.86,2
27832,146,2267.15,33.93,115.57,231.17,1
35756,298,2148.0,50.27,105.06,289.66,2
7359,2,2139.75,67.46,146.05,289.4,2
37218,2010,1503.5,43.54,119.76,254.09,0
36326,298,2231.25,45.81,149.72,285.84,2
31943,298,1592.25,49.12,131.36,277.48,2
7093,2,2106.5,43.38,68.49,250.37,0
26172,146,1971.95,47.68,129.21,241.75,1
17349,146,402.84,53.9,82.53,403.58,1
23137,146,1432.31,41.14,77.11,282.53,0
30715,146,2779.68,54.78,170.34,240.26,2
20443,146,953.31,46.16,100.54,331.4,0
35265,298,2076.62,50.83,117.25,280.81,2
26585,146,2045.41,52.79,126.83,298.93,2
33722,298,1851.75,47.57,133.0,292.66,2
23816,146,1553.01,53.81,159.25,299.92,2
30925,146,2816.86,476.4,10.0,241.56,2
8059,2,2227.25,71.72,182.57,321.61,2
890,2,1331.13,60.91,118.46,274.16,0
18243,146,561.34,45.38,59.4,396.04,1
4999,2,1844.75,60.77,179.81,351.82,2
19808,146,840.08,46.78,102.3,412.73,0
31985,298,1598.38,49.61,139.21,315.47,2
14797,2,3069.5,60.26,172.1,246.68,0
2922,2,1585.13,60.2,136.8,291.22,0
1541,2,1412.5,58.99,128.98,303.61,2
19423,146,771.65,48.82,108.06,373.61,0
30381,146,2720.24,52.66,165.33,218.88,1
25679,146,1884.32,47.78,157.54,257.23,2
1480,2,1404.88,59.56,171.54,341.97,2
13572,2,2916.38,59.06,161.76,227.72,2
28494,146,2384.81,27.77,111.59,233.61,1
8467,2,2278.25,72.88,230.05,242.1,2
17885,146,498.09,51.6,94.47,400.23,2
7602,2,2170.13,67.73,191.24,251.18,2
20541,146,970.69,50.29,163.42,327.05,2
6476,2,2029.38,62.19,147.35,303.3,2
6442,2,2025.13,65.8,129.92,257.84,2
32149,298,1622.25,49.13,144.34,334.84,2
33186,298,1773.38,39.71,114.61,266.5,2
4969,2,1841.0,63.75,172.57,299.0,2
5895,2,1956.75,64.12,145.98,245.87,0
19814,146,841.15,46.69,174.97,387.52,0
10425,2,2523.0,67.07,159.41,234.57,2
35503,298,2111.25,45.74,110.82,318.7,2
36830,2010,1447.0,49.43,150.95,353.15,2
34066,298,1901.75,50.53,157.11,379.1,2
15300,2,3132.38,60.49,180.27,239.04,2
10863,2,2577.75,65.2,155.06,256.6,2
5391,2,1893.75,62.2,142.72,299.71,2
7567,2,2165.75,68.71,141.47,247.93,0
37963,2010,1612.25,49.49,156.11,370.46,2
12401,2,2770.0,62.12,197.08,230.69,2
37245,2010,1507.5,43.32,117.49,271.8,2
23903,146,1568.4,40.45,78.13,269.72,1
2850,2,1576.13,59.59,160.67,349.06,2
18897,146,678.38,48.84,116.92,429.02,2
15856,2,3201.88,57.68,157.65,233.27,0
37772,2010,1584.38,47.99,130.99,314.91,0
9211,2,2371.25,73.22,163.56,283.04,2
36636,298,2276.62,46.28,134.34,318.29,2
20383,146,942.49,48.57,140.73,393.15,2
35802,298,2154.75,47.97,120.52,291.17,2
35409,298,2097.62,50.07,108.62,272.51,2
25134,146,1787.4,51.37,101.78,250.74,2
35096,298,2051.88,41.8,84.93,285.39,0
26965,146,2113.08,48.45,111.1,255.34,2
1071,2,1353.75,60.42,170.83,368.8,2
31117,298,1471.5,45.83,106.25,281.04,2
22264,146,1277.01,51.81,115.45,365.17,2
32161,298,1624.0,43.86,106.74,290.73,0
35462,298,2105.38,49.11,124.18,298.85,2
4156,2,1739.38,59.24,146.43,318.75,2
27902,146,2279.65,37.98,136.66,243.18,1
24961,146,1756.77,51.68,109.45,284.62,2
33968,298,1887.62,47.3,124.68,313.1,0
3906,2,1708.13,62.36,109.41,235.02,0
36371,298,2237.62,46.39,160.3,319.81,2
19360,146,760.38,30.53,69.53,372.34,0
6281,2,2005.0,65.0,137.5,273.42,2
11541,2,2662.5,63.61,217.22,218.3,2
18323,146,575.67,44.84,63.06,381.13,0
26077,146,1955.04,52.03,137.55,296.32,2
32990,298,1744.75,50.28,112.86,290.94,2
27196,146,2154.07,54.12,120.13,300.57,2
24862,146,1739.09,51.36,93.57,223.19,1
6926,2,2085.63,62.98,155.88,286.31,2
25655,146,1880.06,33.79,86.05,229.45,1
2503,2,1532.75,61.16,149.63,287.4,1
13670,2,2928.63,61.69,163.95,234.02,2
8319,2,2259.75,75.24,139.64,254.08,0
20069,146,886.56,49.18,109.02,321.86,0
36733,2010,1432.88,41.54,102.12,295.94,0
26264,146,1988.41,52.42,132.65,332.68,2
30612,146,2761.23,47.04,142.98,245.43,2
35234,298,2072.0,50.44,94.75,273.81,0
28939,146,2463.9,26.35,118.41,220.88,1
22740,146,1361.59,53.9,108.57,289.27,0
32137,298,1620.5,50.27,178.91,379.17,2
16015,2,3221.75,57.32,186.08,215.94,2
30562,146,2752.4,54.98,148.83,252.48,1
37879,2010,1600.0,44.45,116.99,296.82,0
2375,2,1516.75,60.21,151.64,387.35,0
27764,146,2254.96,51.46,187.71,285.22,2
6031,2,1973.75,62.0,152.42,296.33,0
1180,2,1367.38,62.33,159.99,386.33,2
35337,298,2087.0,48.69,94.12,242.61,2
3753,2,1689.0,60.15,127.48,329.21,0
29162,146,2503.53,52.56,160.66,255.85,2
6862,2,2077.63,63.19,152.71,315.65,2
30955,146,2822.35,476.4,10.0,217.28,1
20770,146,1011.38,51.35,155.61,403.63,2
22432,146,1306.88,52.3,110.68,318.22,0
14028,2,2973.38,58.09,129.97,193.17,0
36105,298,2198.75,48.94,147.04,319.83,2
4995,2,1844.25,60.83,170.63,359.93,2
23654,146,1524.05,53.55,163.71,349.67,2
18275,146,567.28,47.49,58.84,392.39,1
9590,2,2418.63,55.55,89.43,247.17,0
29907,146,2635.96,52.81,156.7,256.89,2
14509,2,3033.5,56.71,145.06,213.7,0
27667,146,2237.89,44.75,137.79,242.13,1
15614,2,3171.63,55.35,153.84,203.76,1
14398,2,3019.63,54.73,145.22,201.43,2
36388,298,2240.25,41.77,128.17,267.23,1
36297,298,2227.0,49.94,128.2,310.31,0
27181,146,2151.33,54.22,136.47,264.34,2
34167,298,1916.38,49.74,145.8,356.14,2
37305,2010,1516.25,43.36,115.85,285.83,2
6156,2,1989.38,65.78,146.57,252.34,2
32855,298,1725.0,41.82,62.26,280.39,0
179,2,1242.25,61.67,116.88,317.46,0
21676,146,1172.46,52.15,124.89,372.0,2
36457,298,2250.25,51.82,137.6,272.49,2
12863,2,2827.75,53.42,129.3,218.65,0
17926,146,505.26,45.72,59.58,389.48,1
8769,2,2316.0,77.25,163.1,284.93,2
21557,146,1151.28,52.02,157.82,381.59,2
2140,2,1487.38,61.13,132.5,281.43,0
23275,146,1456.84,43.81,70.0,267.39,0
12555,2,2789.25,62.76,167.76,285.13,2
256,2,1251.88,60.45,179.37,401.58,2
29102,146,2492.86,51.36,174.23,314.08,2
10833,2,2574.0,65.91,178.85,267.84,2
19282,146,746.66,48.0,116.64,404.04,2
9912,2,2458.88,70.41,149.09,252.53,0
31616,298,1544.62,48.35,132.31,331.85,2
28003,146,2297.48,43.21,95.97,228.94,1
6619,2,2047.25,65.88,138.62,272.91,2
38036,2010,1622.88,50.01,156.07,297.45,2
5299,2,1882.25,62.18,149.97,341.1,2
27466,146,2202.08,52.19,127.72,241.61,1
31400,298,1512.88,49.06,108.72,281.01,2
11037,2,2599.5,63.2,164.22,255.93,2
33156,298,1769.0,44.24,117.54,272.22,2
11929,2,2711.0,63.96,179.06,258.41,2
30653,146,2768.55,55.62,135.71,262.86,2
17928,146,505.56,45.69,60.95,401.03,1
8584,2,2292.88,75.86,148.74,279.1,2
35239,298,2072.75,50.57,101.92,248.02,0
20795,146,1015.8,50.33,151.82,391.44,2
11812,2,2696.38,60.82,154.11,219.25,0
27794,146,2260.3,16.55,82.21,237.48,1
35748,298,2146.88,49.23,104.44,298.73,0
19456,146,777.44,46.17,97.4,327.65,0
35930,298,2173.25,49.51,129.28,311.41,2
31449,298,1520.12,46.22,112.2,292.48,2
20750,146,1007.87,49.84,103.36,328.55,0
14556,2,3039.38,58.25,155.57,232.54,0
6989,2,2093.5,63.25,148.65,316.95,2
35009,298,2039.12,46.22,135.39,355.73,2
7629,2,2173.5,71.75,156.91,295.2,2
5564,2,1915.38,59.53,171.54,305.66,2
9005,2,2345.5,75.19,133.41,222.72,0
18090,146,534.37,51.2,92.46,404.67,2
3257,2,1627.0,60.19,135.41,307.99,0
12384,2,2767.88,64.15,204.1,257.49,2
25602,146,1870.61,52.53,140.43,298.98,2
38176,2010,1643.38,50.75,161.56,310.23,2
1909,2,1458.5,60.35,144.8,370.03,2
26154,146,1968.91,42.76,126.66,242.07,1
6393,2,2019.0,64.72,139.62,273.83,0
13992,2,2968.88,61.62,159.9,242.04,2
6558,2,2039.63,62.28,147.87,293.38,2
14953,2,3089.0,58.63,164.56,233.59,2
23405,146,1480.01,53.9,125.15,344.13,2
1323,2,1385.25,36.4,84.46,312.2,0
9980,2,2467.38,72.3,160.48,334.26,2
32593,298,1687.0,35.4,83.75,298.31,0
18785,146,658.27,46.79,105.3,406.73,0
22021,146,1233.73,49.44,157.09,307.9,0
29005,146,2475.64,51.03,204.5,302.2,2
10959,2,2589.75,61.92,150.75,249.58,0
8863,2,2327.75,74.65,175.48,258.66,2
23220,146,1447.09,53.68,118.46,312.02,2
36434,298,2247.0,51.67,151.02,366.13,2
24117,146,1606.5,35.25,92.72,284.63,1
19966,146,868.27,48.6,94.92,355.37,0
30970,298,1450.0,46.25,114.87,332.77,2
7450,2,2151.13,70.4,149.24,298.34,2
12517,2,2784.5,62.02,158.18,259.21,2
26519,146,2033.68,48.21,141.37,265.59,1
22957,146,1400.15,54.16,136.73,363.89,2
22641,146,1344.07,45.93,79.26,283.17,0
22794,146,1371.19,53.45,124.31,348.7,0
33553,298,1827.12,45.03,116.4,287.38,2
17942,146,508.15,47.68,47.91,400.99,1
12980,2,2842.38,60.17,124.01,210.9,0
16050,2,3226.13,60.29,174.83,237.94,2
1224,2,1372.88,60.72,159.21,348.05,2
18847,146,669.54,37.94,79.44,360.78,0
14404,2,3020.38,54.39,117.78,195.99,1
10617,2,2547.0,67.75,145.52,280.04,2
29972,146,2647.54,44.36,147.33,217.47,2
5530,2,1911.13,59.11,147.95,328.3,2
37153,2010,1494.12,45.52,128.84,330.91,2
36304,298,2228.0,50.08,161.42,300.29,2
22766,146,1366.17,54.07,125.97,334.56,2
34598,298,1979.0,49.47,136.65,273.56,2
27955,146,2288.95,49.03,152.41,224.36,2
24313,146,1641.25,52.24,132.79,324.41,2
12308,2,2758.38,64.29,172.33,241.38,2
35576,298,2121.75,48.2,118.94,299.08,2
1676,2,1429.38,40.43,94.84,319.93,0
3125,2,1610.5,60.5,153.24,349.64,2
23636,146,1520.85,52.52,144.72,291.94,2
18246,146,561.95,46.31,56.94,357.55,1
21990,146,1228.09,52.63,135.25,371.92,0
9517,2,2409.5,72.53,153.73,264.53,2
29752,146,2608.38,52.13,157.5,253.94,2
32588,298,1686.38,35.26,76.81,298.19,0
35444,298,2102.75,49.25,115.33,277.67,2
7847,2,2200.75,70.69,164.22,242.75,0
23904,146,1568.55,41.58,79.62,277.97,1
27087,146,2134.72,42.56,81.65,233.56,1
37552,2010,1552.25,45.77,130.91,361.19,2
178,2,1242.13,62.07,120.78,318.89,0
26604,146,2048.76,52.79,146.01,279.81,2
28467,146,2380.08,42.03,148.28,215.4,2
10001,2,2470.0,71.52,144.39,296.22,2
32844,298,1723.38,41.3,65.28,285.03,0
26929,146,2106.68,53.77,126.57,321.64,2
4060,2,1727.38,61.4,139.21,282.7,2
10320,2,2509.88,68.72,132.77,236.15,0
30856,146,2804.82,45.34,99.82,221.2,1
33946,298,1884.5,48.01,142.53,355.54,2
36589,298,2269.75,47.9,130.44,287.66,2
10599,2,2544.75,67.96,148.94,282.63,2
21600,146,1158.9,42.16,86.14,305.98,0
16381,2,3267.5,60.13,161.74,242.98,2
11304,2,2632.88,63.83,175.76,236.29,0
5486,2,1905.63,62.16,153.25,298.43,2
27954,146,2288.79,48.97,152.84,227.15,2
26703,146,2066.44,45.46,103.82,242.06,1
5958,2,1964.63,64.41,138.33,234.38,0
14013,2,2971.5,61.45,193.15,256.01,2
9013,2,2346.5,74.49,186.59,260.44,2
6911,2,2083.75,62.85,147.08,271.51,0
28970,146,2469.39,50.0,178.64,242.78,2
36489,298,2255.0,51.63,114.27,316.09,1
24632,146,1698.09,48.08,116.08,224.71,2
37569,2010,1554.75,48.17,149.53,378.86,2
19104,146,715.11,47.34,110.21,384.93,0
11430,2,2648.63,62.89,154.28,213.58,0
17838,146,489.87,49.21,71.44,379.09,2
774,2,1316.63,37.16,77.6,322.19,0
36427,298,2245.88,50.37,147.69,359.5,2
28691,146,2419.86,52.24,157.4,275.56,2
23682,146,1529.08,53.05,161.05,315.45,2
14435,2,3024.25,60.1,160.11,215.63,2
25207,146,1800.51,51.35,106.22,260.48,2
15676,2,3179.38,59.81,169.68,238.82,2
8110,2,2233.63,73.12,201.23,291.65,2
7949,2,2213.5,71.96,148.88,306.66,0
2746,2,1563.13,62.66,127.22,284.59,0
32357,298,1652.5,50.81,152.43,354.8,2
20985,146,1049.63,41.55,84.76,324.17,0
20521,146,967.18,50.57,121.74,388.63,2
15870,2,3203.63,57.45,172.49,234.33,2
11426,2,2648.13,61.83,135.12,225.87,0
6479,2,2029.75,61.7,145.47,291.65,2
11583,2,2667.75,62.5,166.26,214.41,2
6160,2,1989.88,64.99,154.07,283.49,2
2080,2,1479.88,57.13,145.72,280.57,0
27746,146,2251.76,37.15,133.42,232.67,2
36645,298,2277.88,46.21,129.33,270.81,2
34395,298,1949.38,48.86,108.69,286.84,0
2865,2,1578.0,54.71,110.36,313.19,0
37253,2010,1508.62,40.12,101.35,264.66,2
13807,2,2945.75,60.52,156.08,230.21,2
29206,146,2511.3,52.43,167.0,267.06,2
19834,146,844.8,46.04,163.78,342.19,0
24764,146,1721.56,50.83,92.4,241.68,2
11254,2,2626.63,62.63,191.93,251.95,2
10195,2,2494.25,69.92,157.4,260.56,2
31209,298,1485.0,37.96,94.14,282.54,2
19835,146,844.96,45.74,186.52,305.99,0
3398,2,1644.63,61.87,136.63,288.02,2
33529,298,1823.62,32.42,58.66,300.03,0
30004,146,2653.18,44.56,127.5,205.07,1
23537,146,1503.32,53.56,161.05,343.46,2
21867,146,1206.15,52.02,132.64,357.8,2
14611,2,3046.25,54.77,124.96,205.28,1
13180,2,2867.38,61.7,192.81,240.03,2
36985,2010,1469.62,47.11,141.92,347.79,2
8693,2,2306.5,74.28,168.16,264.5,2
20300,146,927.86,47.92,102.19,341.23,0
1532,2,1411.38,59.42,132.48,336.96,2
26207,146,1978.2,44.21,137.36,253.81,1
11080,2,2604.88,63.08,178.15,245.17,2
24610,146,1694.28,52.45,128.52,306.48,2
5950,2,1963.63,62.82,130.98,258.01,0
5174,2,1866.63,64.18,145.94,275.46,2
2517,2,1534.5,60.57,150.01,297.86,1
37185,2010,1498.75,46.17,134.53,325.66,2
24592,146,1691.08,52.04,120.74,279.37,2
34751,298,2001.25,47.53,110.43,244.3,1
8034,2,2224.13,72.07,177.04,314.71,2
35056,298,2046.0,46.27,115.01,315.69,2
1838,2,1449.63,59.55,144.18,367.45,2
16714,2,3309.13,59.77,141.69,227.79,2
19194,146,731.11,50.06,99.8,384.02,0
29831,146,2622.4,51.91,139.28,230.7,1
11830,2,2698.63,62.35,156.15,241.3,2
1352,2,1388.88,60.9,136.75,331.78,2
13491,2,2906.25,62.11,173.14,229.53,2
10787,2,2568.25,67.28,155.79,270.64,2
11214,2,2621.63,57.3,189.87,231.02,2
4602,2,1795.13,61.89,142.79,331.21,2
37486,2010,1542.62,43.32,113.47,294.83,0
2807,2,1570.75,61.58,163.68,351.76,2
6801,2,2070.0,63.55,141.92,285.33,2
22927,146,1394.82,53.71,127.43,292.41,2
5381,2,1892.5,62.19,134.59,266.72,2
19424,146,771.81,48.9,106.9,379.78,0
16600,2,3294.88,55.3,146.56,199.27,1
36095,298,2197.38,47.14,127.3,294.27,2
37980,2010,1614.75,48.4,153.81,321.73,2
33814,298,1865.12,45.01,138.09,327.78,2
12668,2,2803.38,54.02,136.92,224.86,0
3470,2,1653.63,58.93,139.41,290.19,0
25450,146,1843.63,51.99,125.65,277.98,2
18133,146,541.99,50.05,103.41,400.86,2
27053,146,2128.62,41.5,81.22,246.01,2
5188,2,1868.38,64.54,143.76,310.42,2
26169,146,1971.34,48.9,156.24,274.27,1
37974,2010,1613.88,49.52,159.28,348.52,2
27897,146,2278.74,43.31,132.63,241.37,1
7594,2,2169.13,68.99,152.33,276.69,0
29416,146,2548.64,50.98,143.53,261.03,2
3336,2,1636.88,60.08,146.26,358.2,2
16677,2,3304.5,54.23,133.18,198.97,1
26131,146,1964.79,35.7,115.18,257.83,1
29009,146,2476.4,51.75,173.94,275.33,2
29719,146,2602.59,53.2,168.63,264.61,2
7674,2,2179.13,70.18,152.14,309.76,2
28004,146,2297.63,42.79,107.17,230.22,1
22369,146,1295.6,52.86,109.72,328.64,0
21436,146,1129.64,52.56,133.14,402.78,2
8250,2,2251.13,73.91,189.5,293.69,2
11401,2,2645.0,58.51,162.21,214.74,0
10165,2,2490.5,65.32,76.93,218.8,0
28565,146,2397.46,10.08,93.19,230.04,1
10766,2,2565.63,67.58,160.42,273.37,2
24988,146,1761.49,34.83,66.36,246.85,1
15546,2,3163.13,58.92,242.41,220.12,2
1222,2,1372.63,60.68,156.5,351.18,2
13987,2,2968.25,61.39,163.82,244.69,2
1769,2,1441.0,61.55,147.85,375.98,0
30624,146,2763.37,54.65,164.45,271.98,2
2630,2,1548.63,62.01,141.22,332.71,2
34105,298,1907.38,41.51,88.35,256.25,0
30644,146,2767.03,53.53,127.86,209.5,2
35199,298,2066.88,51.21,134.11,325.23,2
9963,2,2465.25,72.11,154.55,298.67,2
5955,2,1964.25,64.17,107.71,222.52,0
7206,2,2120.63,66.4,145.32,269.37,2
12269,2,2753.5,64.1,202.56,256.34,2
7246,2,2125.63,64.68,122.96,244.31,0
31511,298,1529.12,46.47,112.67,296.52,2
25835,146,1912.06,52.37,142.82,344.36,1
38182,2010,1644.25,51.34,170.15,310.56,2
23250,146,1452.42,51.73,109.28,311.28,0
31883,298,1583.38,46.55,135.85,292.08,2
37261,2010,1509.88,37.3,61.62,312.16,0
963,2,1340.25,61.06,147.86,372.62,2
13675,2,2929.25,62.14,168.63,239.61,2
24221,146,1624.94,52.95,170.63,343.02,2
22635,146,1343.0,44.58,94.96,295.58,0
16036,2,3224.38,56.65,152.72,226.36,1
161,2,1240.0,62.85,129.33,288.87,0
25038,146,1770.33,47.64,87.41,249.91,1
34318,298,1938.25,49.55,131.31,282.24,2
786,2,1318.13,38.04,88.18,320.09,0
31914,298,1587.88,50.18,99.41,262.06,0
26615,146,2050.75,51.67,142.71,269.94,2
9146,2,2363.13,72.49,137.11,218.63,0
32021,298,1603.75,49.1,153.32,332.4,2
34992,298,2036.62,44.95,99.79,238.69,0
10730,2,2561.13,67.76,149.45,277.92,2
37533,2010,1549.5,45.61,125.48,329.74,2
4923,2,1835.25,63.89,205.69,321.21,2
35125,298,2056.12,48.23,114.6,288.87,2
14065,2,2978.0,55.86,155.02,213.88,2
2903,2,1582.75,45.26,105.91,281.15,0
5756,2,1939.38,56.44,193.7,322.35,2
9712,2,2433.88,73.19,187.35,322.83,2
4594,2,1794.13,62.77,129.47,315.57,2
37811,2010,1590.0,49.37,151.82,368.85,2
36567,298,2266.5,51.3,130.82,274.13,0
31080,298,1466.12,47.55,112.78,329.48,2
31860,298,1580.12,48.65,150.28,308.97,2
15259,2,3127.25,58.58,151.05,213.88,0
24260,146,1631.8,35.44,76.99,291.41,1
13571,2,2916.25,59.04,176.59,230.63,2
12865,2,2828.0,55.62,178.15,215.94,2
28769,146,2433.73,42.38,162.55,242.06,2
9555,2,2414.25,72.5,179.94,293.91,2
18576,146,620.93,42.94,67.22,348.12,0
36697,298,2285.5,45.31,97.81,263.31,0
31405,298,1513.62,49.04,95.93,268.0,2
10830,2,2573.63,65.75,152.57,233.05,0
14262,2,3002.63,59.83,188.93,210.92,0
11989,2,2718.5,58.46,153.56,227.23,0
25160,146,1791.97,51.28,101.51,239.78,1
29106,146,2493.47,52.44,165.74,378.41,1
30989,298,1452.75,43.51,86.46,294.51,0
17465,146,423.27,52.13,81.41,463.11,1
16611,2,3296.25,57.39,142.93,201.23,1
24073,146,1598.73,53.35,143.31,368.6,2
29166,146,2504.14,51.96,143.75,242.1,1
30328,146,2710.94,48.65,142.46,219.91,1
13069,2,2853.5,61.85,189.09,227.98,2
5450,2,1901.13,59.69,145.75,274.46,0
11809,2,2696.0,60.5,146.09,215.74,0
18706,146,644.09,47.41,115.82,355.65,2
27496,146,2207.41,54.52,144.22,290.74,2
8917,2,2334.5,74.4,146.48,238.28,0
34998,298,2037.5,45.79,119.47,308.39,2
6406,2,2020.63,66.33,128.63,246.67,2
2707,2,1558.25,59.99,118.15,273.95,0
21942,146,1219.56,50.28,86.62,285.63,0
23376,146,1474.83,54.07,117.09,322.16,2
2060,2,1477.38,59.44,162.4,377.45,2
13404,2,2895.38,61.73,167.3,248.07,2
9287,2,2380.75,74.9,166.11,303.57,2
25017,146,1766.67,48.9,99.32,257.73,1
4059,2,1727.25,61.65,134.11,284.86,2
26491,146,2028.65,52.37,155.97,311.18,2
28885,146,2454.3,51.13,148.47,249.47,2
26270,146,1989.48,52.7,175.47,353.88,2
2809,2,1571.0,61.7,174.21,364.18,2
30096,146,2669.64,47.04,185.08,239.06,2
26477,146,2026.21,53.56,112.27,293.91,1
31364,298,1507.62,42.96,74.7,282.34,0
11116,2,2609.38,53.07,162.85,219.03,2
10877,2,2579.5,65.76,152.75,260.05,2
8993,2,2344.0,74.99,164.5,288.71,2
18130,146,541.38,47.95,111.22,386.26,2
23214,146,1446.02,53.81,118.67,322.44,2
17100,146,358.34,51.92,74.83,395.14,1
36456,298,2250.12,52.02,144.19,281.57,2
17394,146,410.77,54.86,62.4,460.01,1
5490,2,1906.13,61.9,150.17,302.35,2
14298,2,3007.13,57.88,138.87,194.33,0
18647,146,633.58,43.2,68.11,365.09,0
21820,146,1197.92,50.13,103.55,307.1,0
5389,2,1893.5,62.24,143.86,304.89,2
27758,146,2253.9,44.65,198.3,227.59,2
12807,2,2820.75,60.99,183.23,282.04,2
7740,2,2187.38,69.35,157.27,254.96,2
5303,2,1882.75,62.12,148.57,348.39,2
3020,2,1597.38,58.98,110.02,231.2,0
4409,2,1771.0,62.67,128.3,301.98,2
24796,146,1727.2,52.21,104.85,252.26,2
20968,146,1046.43,32.27,87.58,346.99,0
32241,298,1635.62,47.79,118.01,326.59,2
16009,2,3221.0,57.62,152.5,197.44,1
4222,2,1747.63,61.98,115.85,278.69,0
29288,146,2525.78,49.78,128.21,202.15,1
24368,146,1651.0,35.4,81.35,280.17,1
8717,2,2309.5,74.63,162.36,272.67,2
32637,298,1693.38,47.52,118.08,331.79,2
20804,146,1017.32,50.93,132.38,387.04,2
37146,2010,1493.12,45.22,126.35,317.49,2
33033,298,1751.0,50.04,106.3,274.43,2
12969,2,2841.0,61.11,191.9,240.95,2
28811,146,2441.35,51.34,138.17,214.29,2
22463,146,1312.37,52.97,125.36,315.86,2
13780,2,2942.38,60.24,142.77,211.15,0
22981,146,1404.42,53.11,82.7,256.79,0
17158,146,368.71,54.22,62.86,456.04,1
23041,146,1415.08,54.12,158.47,352.49,2
37086,2010,1484.25,47.27,144.25,366.58,2
34680,298,1990.88,48.11,132.35,297.65,2
33328,298,1794.0,39.14,67.41,256.09,0
28795,146,2438.3,50.54,138.24,213.38,2
31308,298,1499.38,50.29,82.97,283.01,2
19365,146,761.29,33.15,74.36,369.44,0
16307,2,3258.25,59.52,202.17,219.17,2
34615,298,1981.38,49.7,132.64,318.61,2
34512,298,1966.5,47.77,126.46,294.66,2
9823,2,2447.75,71.8,170.2,285.27,2
3138,2,1612.13,61.3,143.82,342.18,2
7013,2,2096.5,58.38,107.7,238.13,0
35928,298,2173.0,49.92,142.62,312.27,2
14410,2,3021.13,55.66,138.52,186.79,1
7893,2,2206.5,71.39,207.09,255.22,2
22293,146,1282.04,53.23,114.23,366.32,0
12813,2,2821.5,60.8,177.37,275.22,2
2653,2,1551.5,59.66,136.83,363.46,2
9543,2,2412.75,72.98,161.06,312.05,2
24643,146,1700.07,39.52,81.07,261.0,1
29460,146,2556.41,53.07,147.88,251.68,1
26985,146,2116.58,49.39,117.35,261.62,2
14955,2,3089.25,58.96,165.08,229.58,2
3926,2,1710.63,59.04,123.38,279.23,2
